key,verdict,codes,canonical_file,actual_file,back_screen_key,canonical_surface,actual_surface,canonical_resolution,actual_resolution,centered,bbox_size,backdrop_region,blur_dim_equivalence,back_screen_dependency,metrics
hub:detalle-resumen-ia-0@dark,FAIL,MODAL_CENTER_FAIL,hub-detalle-resumen-ia-0-dark-960x600.png,hub-detalle-resumen-ia-0-dark-960x600.png,hub:detalle@dark,window_modal,window_modal,960x600,960x600,FAIL,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.566976, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [96, 68, 742, 242], ""back_screen_mean_abs_delta"": 8.0094, ""backdrop_mean_abs_delta"": 4.8983, ""bbox_size_delta_px"": [12, 14], ""blur_ratio_delta"": 0.026675, ""canonical_blur_ratio"": 0.540301, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [101, 252, 730, 228], ""center_delta_px"": [1.0, 177.0]}"
hub:detalle-resumen-ia-0@light,PASS,,hub-detalle-resumen-ia-0-light-960x600.png,hub-detalle-resumen-ia-0-light-960x600.png,hub:detalle@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.263017, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [99, 49, 761, 502], ""back_screen_mean_abs_delta"": 7.9933, ""backdrop_mean_abs_delta"": 2.7711, ""bbox_size_delta_px"": [1, 0], ""blur_ratio_delta"": 0.088691, ""canonical_blur_ratio"": 0.174326, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [100, 49, 760, 502], ""center_delta_px"": [0.5, 0.0]}"
suite:dbt-practice-check-facts@dark,PASS,,suite-dbt-practice-check-facts-dark-960x600.png,suite-dbt-practice-check-facts-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222456, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8472, ""bbox_size_delta_px"": [26, 13], ""blur_ratio_delta"": 0.068877, ""canonical_blur_ratio"": 0.153578, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 154, 614, 399], ""center_delta_px"": [7.0, 8.5]}"
suite:dbt-practice-check-facts@light,PASS,,suite-dbt-practice-check-facts-light-960x600.png,suite-dbt-practice-check-facts-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.175122, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 400], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7757, ""bbox_size_delta_px"": [0, 0], ""blur_ratio_delta"": 0.011395, ""canonical_blur_ratio"": 0.163726, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [183, 125, 594, 400], ""center_delta_px"": [0.0, 0.0]}"
suite:dbt-practice-dear-man@dark,PASS,,suite-dbt-practice-dear-man-dark-960x600.png,suite-dbt-practice-dear-man-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222456, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8472, ""bbox_size_delta_px"": [26, 13], ""blur_ratio_delta"": 0.068875, ""canonical_blur_ratio"": 0.15358, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 154, 614, 399], ""center_delta_px"": [7.0, 8.5]}"
suite:dbt-practice-dear-man@light,PASS,,suite-dbt-practice-dear-man-light-960x600.png,suite-dbt-practice-dear-man-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180393, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.729, ""bbox_size_delta_px"": [6, 0], ""blur_ratio_delta"": 0.013379, ""canonical_blur_ratio"": 0.167014, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 411], ""center_delta_px"": [0.0, 2.0]}"
suite:dbt-practice-fast@dark,PASS,,suite-dbt-practice-fast-dark-960x600.png,suite-dbt-practice-fast-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222456, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8472, ""bbox_size_delta_px"": [26, 13], ""blur_ratio_delta"": 0.06888, ""canonical_blur_ratio"": 0.153575, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 154, 614, 399], ""center_delta_px"": [7.0, 8.5]}"
suite:dbt-practice-fast@light,PASS,,suite-dbt-practice-fast-light-960x600.png,suite-dbt-practice-fast-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180391, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7177, ""bbox_size_delta_px"": [6, 1], ""blur_ratio_delta"": 0.013775, ""canonical_blur_ratio"": 0.166616, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 412], ""center_delta_px"": [0.0, 1.5]}"
suite:dbt-practice-give@dark,PASS,,suite-dbt-practice-give-dark-960x600.png,suite-dbt-practice-give-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.22026, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8957, ""bbox_size_delta_px"": [12, 7], ""blur_ratio_delta"": 0.068725, ""canonical_blur_ratio"": 0.151535, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [191, 147, 600, 405], ""center_delta_px"": [10.0, 4.5]}"
suite:dbt-practice-give@light,PASS,,suite-dbt-practice-give-light-960x600.png,suite-dbt-practice-give-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180391, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7177, ""bbox_size_delta_px"": [6, 1], ""blur_ratio_delta"": 0.013776, ""canonical_blur_ratio"": 0.166616, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 412], ""center_delta_px"": [0.0, 1.5]}"
suite:dbt-practice-non-judgmental@dark,PASS,,suite-dbt-practice-non-judgmental-dark-960x600.png,suite-dbt-practice-non-judgmental-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222456, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8472, ""bbox_size_delta_px"": [26, 13], ""blur_ratio_delta"": 0.06888, ""canonical_blur_ratio"": 0.153575, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 154, 614, 399], ""center_delta_px"": [7.0, 8.5]}"
suite:dbt-practice-non-judgmental@light,PASS,,suite-dbt-practice-non-judgmental-light-960x600.png,suite-dbt-practice-non-judgmental-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180391, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7177, ""bbox_size_delta_px"": [6, 1], ""blur_ratio_delta"": 0.013767, ""canonical_blur_ratio"": 0.166624, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 412], ""center_delta_px"": [0.0, 1.5]}"
suite:dbt-practice-observe-describe@dark,PASS,,suite-dbt-practice-observe-describe-dark-960x600.png,suite-dbt-practice-observe-describe-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222456, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8472, ""bbox_size_delta_px"": [26, 13], ""blur_ratio_delta"": 0.068878, ""canonical_blur_ratio"": 0.153577, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 154, 614, 399], ""center_delta_px"": [7.0, 8.5]}"
suite:dbt-practice-observe-describe@light,PASS,,suite-dbt-practice-observe-describe-light-960x600.png,suite-dbt-practice-observe-describe-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180391, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7177, ""bbox_size_delta_px"": [6, 1], ""blur_ratio_delta"": 0.013769, ""canonical_blur_ratio"": 0.166623, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 412], ""center_delta_px"": [0.0, 1.5]}"
suite:dbt-practice-opposite-action@dark,PASS,,suite-dbt-practice-opposite-action-dark-960x600.png,suite-dbt-practice-opposite-action-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.22026, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8957, ""bbox_size_delta_px"": [12, 7], ""blur_ratio_delta"": 0.068725, ""canonical_blur_ratio"": 0.151535, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [191, 147, 600, 405], ""center_delta_px"": [10.0, 4.5]}"
suite:dbt-practice-opposite-action@light,PASS,,suite-dbt-practice-opposite-action-light-960x600.png,suite-dbt-practice-opposite-action-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180393, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7289, ""bbox_size_delta_px"": [6, 0], ""blur_ratio_delta"": 0.013382, ""canonical_blur_ratio"": 0.167011, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 411], ""center_delta_px"": [0.0, 2.0]}"
suite:dbt-practice-participate@dark,PASS,,suite-dbt-practice-participate-dark-960x600.png,suite-dbt-practice-participate-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.22026, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8957, ""bbox_size_delta_px"": [12, 7], ""blur_ratio_delta"": 0.068721, ""canonical_blur_ratio"": 0.151539, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [191, 147, 600, 405], ""center_delta_px"": [10.0, 4.5]}"
suite:dbt-practice-participate@light,PASS,,suite-dbt-practice-participate-light-960x600.png,suite-dbt-practice-participate-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180393, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7289, ""bbox_size_delta_px"": [6, 0], ""blur_ratio_delta"": 0.01338, ""canonical_blur_ratio"": 0.167012, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 411], ""center_delta_px"": [0.0, 2.0]}"
suite:dbt-practice-please@dark,PASS,,suite-dbt-practice-please-dark-960x600.png,suite-dbt-practice-please-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222511, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.847, ""bbox_size_delta_px"": [26, 12], ""blur_ratio_delta"": 0.06893, ""canonical_blur_ratio"": 0.15358, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 153, 614, 400], ""center_delta_px"": [7.0, 8.0]}"
suite:dbt-practice-please@light,PASS,,suite-dbt-practice-please-light-960x600.png,suite-dbt-practice-please-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180393, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7289, ""bbox_size_delta_px"": [6, 0], ""blur_ratio_delta"": 0.013385, ""canonical_blur_ratio"": 0.167008, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 411], ""center_delta_px"": [0.0, 2.0]}"
suite:dbt-practice-problem-solving@dark,PASS,,suite-dbt-practice-problem-solving-dark-960x600.png,suite-dbt-practice-problem-solving-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222511, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8469, ""bbox_size_delta_px"": [26, 12], ""blur_ratio_delta"": 0.06893, ""canonical_blur_ratio"": 0.153581, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 153, 614, 400], ""center_delta_px"": [7.0, 8.0]}"
suite:dbt-practice-problem-solving@light,PASS,,suite-dbt-practice-problem-solving-light-960x600.png,suite-dbt-practice-problem-solving-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.175122, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 400], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7758, ""bbox_size_delta_px"": [0, 0], ""blur_ratio_delta"": 0.011398, ""canonical_blur_ratio"": 0.163724, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [183, 125, 594, 400], ""center_delta_px"": [0.0, 0.0]}"
suite:dbt-practice-radical-acceptance@dark,PASS,,suite-dbt-practice-radical-acceptance-dark-960x600.png,suite-dbt-practice-radical-acceptance-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222401, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8475, ""bbox_size_delta_px"": [26, 14], ""blur_ratio_delta"": 0.068826, ""canonical_blur_ratio"": 0.153575, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 155, 614, 398], ""center_delta_px"": [7.0, 9.0]}"
suite:dbt-practice-radical-acceptance@light,PASS,,suite-dbt-practice-radical-acceptance-light-960x600.png,suite-dbt-practice-radical-acceptance-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180393, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7289, ""bbox_size_delta_px"": [6, 0], ""blur_ratio_delta"": 0.013383, ""canonical_blur_ratio"": 0.16701, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 411], ""center_delta_px"": [0.0, 2.0]}"
suite:dbt-practice-self-soothe@dark,PASS,,suite-dbt-practice-self-soothe-dark-960x600.png,suite-dbt-practice-self-soothe-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222511, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.847, ""bbox_size_delta_px"": [26, 12], ""blur_ratio_delta"": 0.068932, ""canonical_blur_ratio"": 0.153579, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 153, 614, 400], ""center_delta_px"": [7.0, 8.0]}"
suite:dbt-practice-self-soothe@light,PASS,,suite-dbt-practice-self-soothe-light-960x600.png,suite-dbt-practice-self-soothe-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180391, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7177, ""bbox_size_delta_px"": [6, 1], ""blur_ratio_delta"": 0.013772, ""canonical_blur_ratio"": 0.166619, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 412], ""center_delta_px"": [0.0, 1.5]}"
suite:dbt-practice-stop@dark,PASS,,suite-dbt-practice-stop-dark-960x600.png,suite-dbt-practice-stop-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.22026, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8957, ""bbox_size_delta_px"": [12, 7], ""blur_ratio_delta"": 0.068722, ""canonical_blur_ratio"": 0.151538, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [191, 147, 600, 405], ""center_delta_px"": [10.0, 4.5]}"
suite:dbt-practice-stop@light,PASS,,suite-dbt-practice-stop-light-960x600.png,suite-dbt-practice-stop-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180393, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7179, ""bbox_size_delta_px"": [6, 0], ""blur_ratio_delta"": 0.013795, ""canonical_blur_ratio"": 0.166597, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 411], ""center_delta_px"": [0.0, 2.0]}"
suite:dbt-practice-tipp@dark,PASS,,suite-dbt-practice-tipp-dark-960x600.png,suite-dbt-practice-tipp-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.22026, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8956, ""bbox_size_delta_px"": [12, 7], ""blur_ratio_delta"": 0.068721, ""canonical_blur_ratio"": 0.151539, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [191, 147, 600, 405], ""center_delta_px"": [10.0, 4.5]}"
suite:dbt-practice-tipp@light,PASS,,suite-dbt-practice-tipp-light-960x600.png,suite-dbt-practice-tipp-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180391, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7177, ""bbox_size_delta_px"": [6, 1], ""blur_ratio_delta"": 0.013767, ""canonical_blur_ratio"": 0.166624, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 412], ""center_delta_px"": [0.0, 1.5]}"
suite:dbt-practice-validation-limits@dark,PASS,,suite-dbt-practice-validation-limits-dark-960x600.png,suite-dbt-practice-validation-limits-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.222456, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8472, ""bbox_size_delta_px"": [26, 13], ""blur_ratio_delta"": 0.068877, ""canonical_blur_ratio"": 0.153578, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [181, 154, 614, 399], ""center_delta_px"": [7.0, 8.5]}"
suite:dbt-practice-validation-limits@light,PASS,,suite-dbt-practice-validation-limits-light-960x600.png,suite-dbt-practice-validation-limits-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.180393, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 411], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7289, ""bbox_size_delta_px"": [6, 0], ""blur_ratio_delta"": 0.013382, ""canonical_blur_ratio"": 0.16701, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [180, 123, 600, 411], ""center_delta_px"": [0.0, 2.0]}"
suite:dbt-practice-wise-mind@dark,PASS,,suite-dbt-practice-wise-mind-dark-960x600.png,suite-dbt-practice-wise-mind-dark-960x600.png,suite:dbt-library@dark,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.22026, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [187, 139, 588, 412], ""back_screen_mean_abs_delta"": 11.9557, ""backdrop_mean_abs_delta"": 3.8957, ""bbox_size_delta_px"": [12, 7], ""blur_ratio_delta"": 0.068723, ""canonical_blur_ratio"": 0.151537, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [191, 147, 600, 405], ""center_delta_px"": [10.0, 4.5]}"
suite:dbt-practice-wise-mind@light,PASS,,suite-dbt-practice-wise-mind-light-960x600.png,suite-dbt-practice-wise-mind-light-960x600.png,suite:dbt-library@light,window_modal,window_modal,960x600,960x600,PASS,PASS,PASS,PASS,PASS,"{""actual_blur_ratio"": 0.175122, ""actual_image_size"": ""960x600"", ""actual_modal_bbox"": [183, 125, 594, 400], ""back_screen_mean_abs_delta"": 11.6437, ""backdrop_mean_abs_delta"": 3.7758, ""bbox_size_delta_px"": [0, 0], ""blur_ratio_delta"": 0.011407, ""canonical_blur_ratio"": 0.163715, ""canonical_image_size"": ""960x600"", ""canonical_modal_bbox"": [183, 125, 594, 400], ""center_delta_px"": [0.0, 0.0]}"
